1,0,0,0,0,1,0,0,1,1,0,238.73,28.0
1,0,0,0,0,1,1,0,0,1,0,223.01,29.0
1,0,0,0,0,1,1,0,0,1,1,232.22,28.0
1,0,0,0,1,0,0,0,0,0,1,214.37,26.0
1,0,0,0,1,1,1,0,1,1,0,241.23,28.0
1,0,0,0,1,1,1,0,1,1,1,250.6,28.0
1,0,0,1,0,0,1,0,0,0,0,200.82,29.0
1,0,0,1,0,0,1,1,0,1,0,231.91,15.0
1,0,1,0,1,0,0,0,0,1,0,225.5,29.0
1,0,1,0,1,0,1,0,0,0,1,218.02,27.0
1,0,1,0,1,0,1,1,0,1,1,249.68,15.0
1,0,1,0,1,1,0,0,1,1,1,251.16,28.0
1,0,1,0,1,1,0,1,0,1,0,237.87,15.0
1,0,1,0,1,1,0,1,1,1,1,264.16,19.0
1,0,1,0,1,1,1,0,1,0,1,236.35,28.0
1,0,1,1,1,0,0,0,1,0,0,222.09,29.0
1,1,0,0,0,0,1,0,1,0,1,232.47,28.0
1,1,0,0,0,1,0,0,0,1,1,235.51,28.0
1,1,0,0,1,0,0,1,1,1,1,267.04,18.0
1,1,0,1,0,0,0,1,1,0,0,227.15,19.0
1,1,0,1,0,0,1,0,0,0,1,215.03,29.0
1,1,0,1,0,1,0,1,1,1,0,252.14,20.0
1,1,0,1,1,1,0,0,1,1,1,252.87,28.0
1,1,1,0,1,0,0,1,1,0,1,251.24,16.0
1,1,1,0,1,1,0,0,1,0,0,224.18,29.0
1,1,1,0,1,1,0,0,1,1,1,254.5,28.0
1,1,1,0,1,1,1,0,1,1,1,255.32,28.0
1,1,1,1,1,0,1,0,1,1,1,255.21,28.0
1,1,1,1,1,1,0,0,0,0,1,220.08,28.0
1,1,1,1,1,1,0,0,0,1,1,240.35,28.0
1,1,1,1,1,1,0,0,1,1,1,255.43,28.0
1,1,1,1,1,1,1,0,0,0,0,208.92,29.0
1,1,1,1,1,1,1,0,1,1,1,256.25,28.0
