3,0,3,1,7.285531686,4.401580549
3,0,3,100,9.858304322,5.066162087
3,0,4,100,9.858304322,5.066162087
3,1,1,2,7.882967008,4.667403539
3,1,2,20,8.548710187,5.046250314
3,1,2,50,9.251482411,5.059483872
3,1,4,1,7.835102979,4.33936051
4,0,1,100,9.746890481,5.104194403
4,0,2,2,6.812883235,4.915289944
4,0,2,5,7.075885561,5.041577674
4,0,2,100,9.746890481,5.104194403
4,0,3,50,8.900257005,5.101620629
4,0,3,100,9.746890481,5.104194403
4,0,4,100,9.746890481,5.104194403
4,1,1,20,8.21162552,5.093925707
4,1,2,20,8.21162552,5.093925707
5,0,1,50,8.830730684,5.115372185
5,0,1,100,9.702370112,5.117968127
5,0,2,2,6.536861081,4.97692226
5,0,2,100,9.702370112,5.117968127
5,0,3,100,9.702370112,5.117968127
5,0,4,5,6.849711592,5.068121424
5,0,4,100,9.702370112,5.117968127
5,1,1,1,6.9502351,4.792766697
5,1,3,10,7.578983985,5.093914276
6,0,1,100,9.682815552,5.121427207
6,0,2,100,9.682815552,5.121427207
6,0,4,100,9.682815552,5.121427207
6,1,1,10,7.466488455,5.097367013
6,1,3,5,7.121688916,5.0697917
7,0,1,100,9.672985692,5.123159887
7,0,2,20,7.739753612,5.115354732
7,0,2,100,9.672985692,5.123159887
