3,0,1,100,9.858304322,5.066162087
3,0,2,10,7.807606084,5.029864975
3,0,2,50,9.069460509,5.061161897
3,0,2,100,9.858304322,5.066162087
3,0,4,10,7.807606084,5.029859649
3,1,1,1,7.836833049,4.309193816
3,1,2,5,8.014260434,4.927881398
3,1,2,100,9.965784285,5.066154451
4,0,3,50,8.900257005,5.101620629
4,0,3,100,9.746890481,5.104194403
4,0,4,50,8.900257005,5.101620629
4,1,1,20,8.21162552,5.093925707
4,1,1,100,9.824529208,5.104190483
4,1,2,20,8.21162552,5.093925707
4,1,2,100,9.824529208,5.104190483
4,1,3,10,7.782709969,5.08035737
4,1,3,100,9.824529208,5.104190483
4,1,4,1,7.254650728,4.68779634
4,1,4,100,9.824529208,5.104190483
5,0,1,100,9.702370112,5.117968127
5,0,2,20,7.834932386,5.110228707
5,0,4,100,9.702370112,5.117968127
5,1,1,100,9.766851864,5.117965171
5,1,2,100,9.766851864,5.117965171
5,1,3,20,8.059182199,5.107607992
5,1,3,100,9.766851864,5.117965171
5,1,4,100,9.766851864,5.117965171
6,0,2,20,7.772288178,5.11366646
6,1,4,50,8.902718788,5.117955552
6,1,4,100,9.740247934,5.121424796
7,0,2,20,7.739753612,5.115354732
7,1,1,20,7.937150152,5.112800375
7,1,2,100,9.726829514,5.123157473
