1.0,1.0,9.0,10500000.0,512.0,15037.0,64.194
1.0,2.0,2.0,262000.0,1024.0,11259.0,85.93
1.0,2.0,6.0,262000.0,512.0,16959.0,56.933
1.0,2.0,9.0,10500000.0,512.0,19268.0,51.911
1.0,2.0,12.0,1050000.0,1024.0,19372.0,50.673
1.0,2.0,12.0,105000000.0,512.0,20167.0,49.514
1.0,2.0,12.0,105000000.0,1024.0,20432.0,48.214
1.0,3.0,6.0,262000.0,512.0,13109.0,70.066
1.0,3.0,12.0,105000000.0,2048.0,13273.0,71.152
1.0,6.0,6.0,5240000.0,512.0,13077.0,73.099
2.0,1.0,3.0,10500000.0,2048.0,12602.0,158.23
2.0,1.0,9.0,5240000.0,2048.0,13727.0,143.56
2.0,2.0,6.0,105000000.0,512.0,12835.0,153.19
2.0,3.0,1.0,105000000.0,2048.0,9506.0,203.82
2.0,3.0,3.0,105000000.0,2048.0,11811.0,165.54
2.0,3.0,6.0,10500000.0,2048.0,13122.0,156.1
2.0,3.0,6.0,105000000.0,2048.0,12534.0,154.19
2.0,3.0,9.0,262000.0,512.0,13921.0,143.79
2.0,6.0,6.0,262000.0,1024.0,12864.0,149.1
3.0,1.0,1.0,1050000.0,2048.0,7768.4,390.46
3.0,2.0,2.0,10500000.0,2048.0,11672.0,267.59
3.0,2.0,3.0,262000.0,512.0,12655.0,239.77
3.0,3.0,3.0,5240000.0,1024.0,13463.0,228.15
3.0,3.0,9.0,105000000.0,512.0,16949.0,189.3
3.0,6.0,2.0,105000000.0,1024.0,11411.0,263.65
