1,3,9,17202.0,205.13
1,4,6,15596.0,221.13
1,6,4,14036.0,236.23
2,1,4,12507.0,260.97
3,2,7,16035.0,203.96
4,3,14,18268.0,196.77
5,3,3,15168.0,222.38
5,4,18,21155.0,175.06
5,5,14,19144.0,192.49
6,6,17,22255.0,185.37
7,1,7,13422.0,250.23
8,3,6,16310.0,205.86
8,3,7,17044.0,208.85
9,1,11,17740.0,180.0
9,3,16,20945.0,161.78
9,3,18,21148.0,164.47
9,6,18,22063.0,161.93
10,1,18,15186.0,215.93
10,3,8,17823.0,190.81
10,3,18,21021.0,151.23
10,4,6,16733.0,210.48
10,4,18,21246.0,167.25
10,5,7,17759.0,207.33
10,6,16,21072.0,163.99
10,6,17,23075.0,158.68
10,6,18,22124.0,148.88
100,4,18,20473.0,165.86
100,6,16,20132.0,172.29
1000,2,2,2917.5,911.22
