1,0,0,0,0,0,1,0,0,0,0,199.68,29.0
1,0,0,0,0,1,1,0,0,1,0,223.01,29.0
1,0,0,0,0,1,1,1,0,1,1,246.94,16.0
1,0,0,0,1,0,1,0,1,1,1,249.44,28.0
1,0,0,0,1,0,1,1,0,1,0,234.25,16.0
1,0,0,0,1,1,0,1,0,0,0,212.44,15.0
1,0,0,1,0,0,1,0,0,1,1,231.44,29.0
1,0,0,1,1,0,1,1,1,1,1,261.36,19.0
1,0,0,1,1,1,0,0,0,1,1,233.79,28.0
1,0,0,1,1,1,1,1,0,0,1,263.19,12.0
1,0,0,1,1,1,1,1,1,0,1,249.36,18.0
1,0,1,0,1,0,1,1,1,0,1,250.45,18.0
1,0,1,0,1,1,1,0,1,0,1,236.35,28.0
1,0,1,1,1,0,0,0,0,0,0,205.13,26.0
1,0,1,1,1,0,1,0,1,1,1,251.79,28.0
1,0,1,1,1,1,1,0,0,1,0,228.72,29.0
1,0,1,1,1,1,1,0,1,1,1,252.77,28.0
1,1,0,0,0,0,1,0,1,1,1,251.85,28.0
1,1,0,0,0,1,0,1,1,0,1,249.25,18.0
1,1,0,0,0,1,1,0,1,1,1,252.82,28.0
1,1,0,0,1,0,0,1,1,1,1,267.04,18.0
1,1,0,0,1,1,0,0,0,0,0,203.98,29.0
1,1,0,0,1,1,0,1,0,0,0,214.38,15.0
1,1,0,1,0,0,1,1,1,0,1,247.26,18.0
1,1,0,1,0,1,1,0,0,1,1,236.58,28.0
1,1,0,1,1,0,0,0,1,1,1,251.71,28.0
1,1,1,0,1,1,0,0,0,0,1,219.31,28.0
1,1,1,0,1,1,0,0,0,1,0,231.34,28.0
1,1,1,0,1,1,1,0,1,1,1,255.32,28.0
1,1,1,0,1,1,1,1,0,0,0,218.23,14.0
1,1,1,0,1,1,1,1,0,1,0,244.25,15.0
1,1,1,1,1,0,1,1,1,0,1,252.5,18.0
1,1,1,1,1,1,0,0,1,1,1,255.43,28.0
1,1,1,1,1,1,1,0,1,1,1,256.25,28.0
