0,2,5,7.971543554,3.83196978
0,7,4,8.829722735,5.78971557
0,14,4,9.562242424,6.2278842
0,19,3,9.824958741,6.771739106
0,19,4,10.05663772,6.792884914
1,14,3,9.832890014,7.256973697
1,25,3,10.37937837,8.75137773
2,19,3,10.64385619,8.675316106
2,35,4,11.35093918,10.65835576
3,8,3,11.01820018,8.807303347
3,8,4,10.87728413,8.708210224
4,36,2,12.86205613,12.03070176
5,1,5,10.45121111,6.804775887
5,8,3,12.84842733,10.22675306
6,8,5,14.31288296,9.170858366
6,22,4,14.5716934,11.21018897
6,36,2,14.62804676,13.51134515
7,19,4,15.22422783,10.89274601
7,22,3,15.29271705,11.68343715
7,36,2,15.48733762,14.60766939
8,2,5,14.21720042,7.276899329
