3,0,2,50,9.069460509,5.061161897
3,0,4,100,9.858304322,5.066162087
3,1,1,1,7.836833049,4.309193816
3,1,1,10,8.211464912,5.019398421
3,1,2,100,9.965784285,5.066154451
3,1,3,100,9.965784285,5.066154451
3,1,4,100,9.965784285,5.066154451
4,0,2,5,7.075885561,5.041577674
4,0,2,100,9.746890481,5.104194403
4,1,2,10,7.782709969,5.080357077
4,1,4,1,7.254650728,4.68779634
5,0,1,1,6.415403762,4.83712609
5,0,1,5,6.849711592,5.068119779
5,0,1,100,9.702370112,5.117968127
5,0,3,100,9.702370112,5.117968127
5,0,4,100,9.702370112,5.117968127
5,1,1,50,8.947271652,5.114503927
5,1,1,100,9.766851864,5.117965171
5,1,2,100,9.766851864,5.117965171
5,1,3,1,6.951937423,4.79503586
5,1,3,100,9.766851864,5.117965171
5,1,4,20,8.059182199,5.107607992
5,1,4,100,9.766851864,5.117965171
6,0,3,1,6.24014257,4.894785504
6,0,4,100,9.682815552,5.121427207
6,1,1,50,8.902718788,5.117955552
6,1,1,100,9.740247934,5.121424796
6,1,2,20,7.978390142,5.111081381
6,1,2,100,9.740247934,5.121424796
6,1,3,100,9.740247934,5.121424796
6,1,4,100,9.740247934,5.121424796
7,0,1,100,9.672985692,5.123159887
7,1,1,100,9.726829514,5.123157473
7,1,2,100,9.726829514,5.123157473
7,1,3,20,7.937150152,5.112800375
