2,3,10,9781.7,286.0
2,5,4,9311.9,287.58
3,1,5,6994.6,368.25
3,5,1,10152.0,272.69
3,5,10,10495.0,263.89
3,6,4,10432.0,282.29
3,6,12,9643.9,267.55
4,4,10,10039.0,280.77
4,5,8,10373.0,261.83
4,6,2,10407.0,266.78
5,3,2,10077.0,274.63
5,5,2,10317.0,270.05
5,5,4,11018.0,264.45
5,6,1,10766.0,271.47
5,6,2,10499.0,259.05
5,6,3,10128.0,277.92
6,5,9,10652.0,272.84
6,6,2,10059.0,268.11
6,6,6,10444.0,274.18
7,1,16,6424.4,476.81
7,2,17,7380.9,360.63
7,4,15,8892.3,326.32
8,3,17,7483.1,386.8
8,5,9,7114.4,366.69
8,5,13,6671.2,368.78
9,5,6,7115.5,389.9
9,6,16,6947.5,361.55
10,4,6,7327.6,375.2
100,3,10,7139.6,386.09
1000,1,11,2383.2,1110.0
1000,4,17,2779.1,946.0
1000,6,15,2779.7,893.7
10000,1,2,291.94,8497.9
60000,2,14,168.4,50017.0
