3,0,1,5,7.540786742,4.946184483
3,0,2,20,8.239068608,5.051194744
3,0,4,2,7.353587949,4.71815563
3,1,4,1,7.835102979,4.33936051
3,1,4,5,8.014260434,4.927881398
3,1,4,10,8.211260476,5.020146292
4,0,3,2,6.812883235,4.915289944
4,0,3,10,7.429866991,5.085429403
4,0,4,10,7.429866991,5.085425876
4,1,1,5,7.513411787,5.031031867
4,1,2,20,8.21162552,5.093925707
4,1,2,50,9.037629313,5.100760951
5,0,1,100,9.702370112,5.117968127
5,0,2,10,7.256642729,5.099031659
5,0,4,1,6.415403762,4.837142461
5,0,4,100,9.702370112,5.117968127
5,1,1,100,9.766851864,5.117965171
5,1,2,10,7.578983985,5.093912551
5,1,2,100,9.766851864,5.117965171
5,1,3,50,8.947271652,5.114503927
5,1,3,100,9.766851864,5.117965171
5,1,4,100,9.766851864,5.117965171
6,0,3,5,6.722670938,5.07987808
6,0,3,10,7.162582668,5.102447958
6,1,1,100,9.740247934,5.121424796
6,1,2,100,9.740247934,5.121424796
6,1,3,100,9.740247934,5.121424796
6,1,4,100,9.740247934,5.121424796
7,1,1,100,9.726829514,5.123157473
7,1,2,100,9.726829514,5.123157473
7,1,3,100,9.726829514,5.123157473
