1.0,1.0,12.0,4032.0,2.6341
1.0,3.0,1.0,4869.9,2.2345
1.0,3.0,3.0,4742.8,2.2434
1.0,3.0,6.0,4745.9,2.274
1.0,3.0,15.0,4684.3,2.263
1.0,3.0,18.0,4593.9,2.2561
1.0,6.0,1.0,4849.6,2.3172
1.0,6.0,3.0,4850.4,2.1844
1.0,6.0,6.0,4716.8,2.1994
1.0,6.0,9.0,4568.4,2.2659
1.0,6.0,15.0,4642.1,2.2694
1.0,6.0,18.0,4702.3,2.2763
10.0,1.0,12.0,13208.0,8.4711
10.0,2.0,3.0,13898.0,7.9557
10.0,2.0,9.0,18656.0,5.6942
10.0,2.0,12.0,19215.0,5.9139
10.0,2.0,15.0,18564.0,5.822
10.0,2.0,18.0,18872.0,5.704
10.0,3.0,9.0,16038.0,6.8006
10.0,3.0,12.0,15038.0,7.0763
100.0,1.0,18.0,21201.0,51.009
100.0,2.0,9.0,24019.0,46.646
100.0,2.0,15.0,28395.0,36.861
100.0,2.0,18.0,28405.0,38.097
100.0,6.0,15.0,21993.0,42.093
100.0,6.0,18.0,23940.0,35.91
1000.0,1.0,9.0,20011.0,551.17
1000.0,2.0,12.0,33903.0,348.49
1000.0,2.0,18.0,34045.0,334.44
10000.0,6.0,1.0,8058.1,11121.0
10000.0,6.0,15.0,25023.0,809.05
100000.0,2.0,9.0,29027.0,34206.0
100000.0,3.0,18.0,17900.0,1829.9
100000.0,6.0,3.0,19790.0,2276.2
100000.0,6.0,6.0,24924.0,869.0
100000.0,6.0,15.0,26714.0,985.57
1000000.0,1.0,9.0,35978.0,85576.0
1000000.0,1.0,12.0,38675.0,84330.0
1000000.0,2.0,6.0,52611.0,82576.0
1000000.0,2.0,9.0,61403.0,52488.0
1000000.0,2.0,12.0,60713.0,73693.0
1000000.0,3.0,9.0,19653.0,1953.2
