1,1,1,3,1,10,3052.8,3.5077
1,1,1,6,1,100,2672.8,3.5718
1,1,1,6,12,1000,2773.1,3.5139
1,1,3,3,3,10,2010.2,4.9271
1,1,3,6,12,1000,1943.6,5.1408
1,1,10,6,12,100,933.69,10.794
1,2,10,3,6,1000,1748.9,10.858
1,10,2,6,12,100,11500.0,8.9078
1,10,100,2,12,100,927.38,100.92
1,100,3,2,1,100,8521.0,128.17
1,10000,1,1,6,100,23148.0,4993.6
1,10000,2,1,3,10,19486.0,6119.1
1,10000,3,2,12,1000,32007.0,2827.5
1,10000,3,6,1,1000,4924.7,14717.0
3,1,1,3,1,100,7720.8,4.1567
3,1,2,6,1,1000,6437.5,4.7194
3,1,10,6,6,100,2652.1,10.634
3,2,1,6,1,100,10361.0,6.3785
3,10,1,2,3,100,14196.0,24.363
3,10,2,2,12,1000,14450.0,22.406
3,10,2,6,6,10,17747.0,18.569
3,10,2,6,6,100,17916.0,17.572
3,10,3,2,12,100,15903.0,21.781
3,10,3,6,6,100,18337.0,17.844
3,10,10,1,3,100,13729.0,23.86
3,10,10,2,6,10,17298.0,18.884
3,10,10,6,6,100,17655.0,18.473
3,10,10,6,12,1000,17056.0,20.045
3,100,2,6,12,10,19723.0,183.57
3,100,3,2,1,10,8978.4,354.03
3,100,10,2,3,10,13937.0,231.71
3,100,10,2,12,1000,16600.0,204.24
3,1000,100,3,6,100,28346.0,1324.6
3,1000,100,6,12,1000,31664.0,1884.5
