3,0,1,100,9.858304322,5.066162087
3,0,3,100,9.858304322,5.066162087
3,0,4,100,9.858304322,5.066162087
3,1,1,1,7.836833049,4.309193816
3,1,1,20,8.548710187,5.046250314
3,1,1,100,9.965784285,5.066154451
3,1,2,100,9.965784285,5.066154451
4,0,1,100,9.746890481,5.104194403
4,1,2,10,7.782709969,5.080357077
5,0,1,100,9.702370112,5.117968127
5,0,3,100,9.702370112,5.117968127
5,0,4,2,6.536861081,4.97692226
5,0,4,20,7.834932386,5.110228707
5,1,1,1,6.9502351,4.792766697
5,1,1,100,9.766851864,5.117965171
5,1,2,1,6.951937423,4.79503586
5,1,2,10,7.578983985,5.093912551
5,1,2,50,8.947271652,5.114503927
5,1,3,20,8.059182199,5.107607992
5,1,3,100,9.766851864,5.117965171
5,1,4,1,6.951937423,4.79503586
5,1,4,100,9.766851864,5.117965171
6,0,3,5,6.722670938,5.07987808
6,0,4,20,7.772288178,5.11366646
6,1,1,100,9.740247934,5.121424796
6,1,2,100,9.740247934,5.121424796
6,1,3,2,6.867241668,4.983829961
6,1,3,10,7.466488455,5.097368445
6,1,3,100,9.740247934,5.121424796
6,1,4,100,9.740247934,5.121424796
7,1,1,100,9.726829514,5.123157473
7,1,2,10,7.408083432,5.099070723
7,1,2,100,9.726829514,5.123157473
7,1,3,100,9.726829514,5.123157473
