3,0,1,1,7.28555018,4.401360964
3,0,1,100,9.858304322,5.066162087
3,0,3,1,7.285531686,4.401580549
3,0,3,10,7.807606084,5.029858801
3,0,4,100,9.858304322,5.066162087
3,1,1,100,9.965784285,5.066154451
3,1,2,100,9.965784285,5.066154451
3,1,3,100,9.965784285,5.066154451
3,1,4,100,9.965784285,5.066154451
4,0,1,5,7.075885561,5.041574063
4,0,1,10,7.429866991,5.085429501
4,0,2,20,7.958239493,5.096536076
4,0,4,20,7.958239493,5.096536076
4,0,4,50,8.900257005,5.101620629
4,0,4,100,9.746890481,5.104194403
4,1,1,100,9.824529208,5.104190483
4,1,2,10,7.782709969,5.080357077
4,1,2,100,9.824529208,5.104190483
4,1,3,10,7.782709969,5.08035737
4,1,3,100,9.824529208,5.104190483
4,1,4,100,9.824529208,5.104190483
5,0,1,100,9.702370112,5.117968127
5,0,3,50,8.830730684,5.115372185
5,0,4,100,9.702370112,5.117968127
5,1,1,100,9.766851864,5.117965171
5,1,2,100,9.766851864,5.117965171
5,1,3,100,9.766851864,5.117965171
5,1,4,100,9.766851864,5.117965171
6,0,2,5,6.722670938,5.07987808
6,0,4,10,7.162582668,5.102447958
6,1,2,5,7.121688916,5.0697917
6,1,2,100,9.740247934,5.121424796
6,1,4,100,9.740247934,5.121424796
7,0,1,5,6.656067274,5.083255384
