1.0,10.0,2.0,10.0,1000000.0,100000.0,1096.3,80.847
1.0,10.0,6.0,1.0,2000000.0,10000.0,36061.0,2.1435
1.0,10.0,6.0,10.0,10000000.0,100000.0,36125.0,2.4156
1.0,10.0,6.0,60.0,2000000.0,100000.0,36736.0,1.9946
1.0,10.0,6.0,300.0,10000000.0,100000.0,37225.0,2.0424
1.0,100.0,6.0,1.0,2000000.0,100000.0,37856.0,19.19
1.0,100.0,9.0,60.0,1000000.0,10000.0,37585.0,19.093
1.0,100.0,15.0,10.0,1000000.0,100000.0,39018.0,19.878
1.0,1000.0,3.0,60.0,100000.0,100000.0,70818.0,101.75
1.0,1000.0,3.0,300.0,100000.0,1000.0,71674.0,98.852
1.0,1000.0,6.0,10.0,2000000.0,1000.0,78438.0,99.886
1.0,1000.0,9.0,10.0,1000000.0,10000.0,78766.0,87.645
1.0,1000.0,9.0,120.0,100000.0,10000.0,77823.0,90.405
1.0,1000.0,9.0,300.0,2000000.0,10000.0,77254.0,89.923
1.0,1000.0,12.0,120.0,100000.0,100000.0,63269.0,117.87
1.0,1000.0,15.0,1.0,2000000.0,100000.0,58141.0,125.68
1.0,1000.0,15.0,60.0,2000000.0,10000.0,61962.0,125.62
1.0,1000.0,18.0,1.0,1000000.0,10000.0,60326.0,133.52
1.0,1000.0,18.0,10.0,100000.0,100000.0,61050.0,116.74
1.0,10000.0,1.0,120.0,2000000.0,1000.0,2846.7,25372.0
1.0,10000.0,9.0,10.0,1000000.0,10000.0,140000.0,378.64
1.0,10000.0,15.0,1.0,1000000.0,100000.0,156000.0,375.05
3.0,10.0,1.0,1.0,100000.0,1000.0,6373.8,41.434
3.0,10.0,1.0,300.0,10000000.0,1000.0,6301.6,39.417
3.0,10.0,3.0,300.0,10000000.0,10000.0,14077.0,19.133
3.0,10.0,6.0,60.0,2000000.0,100000.0,15863.0,16.911
3.0,10.0,9.0,1.0,10000000.0,10000.0,14228.0,20.5
3.0,10.0,15.0,60.0,1000000.0,10000.0,11498.0,22.898
3.0,10.0,18.0,60.0,1000000.0,1000.0,11292.0,22.211
3.0,100.0,1.0,1.0,2000000.0,100000.0,81.882,28368.0
3.0,100.0,15.0,60.0,100000.0,100000.0,37692.0,66.941
3.0,1000.0,3.0,1.0,1000000.0,1000.0,118000.0,192.04
3.0,1000.0,3.0,60.0,100000.0,10000.0,132000.0,191.44
3.0,1000.0,3.0,60.0,100000.0,100000.0,135000.0,184.16
3.0,1000.0,3.0,120.0,2000000.0,100000.0,134000.0,179.67
3.0,1000.0,6.0,1.0,10000000.0,1000.0,117000.0,224.51
3.0,10000.0,9.0,1.0,1000000.0,10000.0,207000.0,1052.3
3.0,10000.0,9.0,10.0,100000.0,10000.0,208000.0,1176.0
3.0,10000.0,9.0,300.0,100000.0,100000.0,214000.0,1213.7
3.0,10000.0,12.0,60.0,2000000.0,10000.0,209000.0,1085.1
