3,0,1,100,9.858304322,5.066162087
3,1,1,1,7.836833049,4.309193816
3,1,1,20,8.548710187,5.046250314
3,1,2,100,9.965784285,5.066154451
3,1,4,50,9.251482411,5.059483872
3,1,4,100,9.965784285,5.066154451
4,0,3,10,7.429866991,5.085429403
4,0,3,100,9.746890481,5.104194403
4,0,4,5,7.075885561,5.041577674
4,0,4,100,9.746890481,5.104194403
4,1,1,100,9.824529208,5.104190483
4,1,2,100,9.824529208,5.104190483
4,1,3,10,7.782709969,5.08035737
4,1,3,100,9.824529208,5.104190483
4,1,4,100,9.824529208,5.104190483
5,0,4,2,6.536861081,4.97692226
5,0,4,100,9.702370112,5.117968127
5,1,1,100,9.766851864,5.117965171
5,1,2,10,7.578983985,5.093912551
5,1,2,100,9.766851864,5.117965171
5,1,3,2,7.035667894,4.953555274
5,1,3,100,9.766851864,5.117965171
5,1,4,100,9.766851864,5.117965171
6,0,1,10,7.162582668,5.102447958
6,0,3,2,6.376724488,5.00769312
6,0,4,20,7.772288178,5.11366646
6,1,1,1,6.771397028,4.850638689
6,1,1,2,6.867254025,4.983722136
6,1,3,10,7.466488455,5.097368445
6,1,4,100,9.740247934,5.121424796
7,0,2,5,6.656067274,5.083255384
7,1,1,1,6.673217192,4.878722314
7,1,2,10,7.408083432,5.099070723
