1.0,1.0,3.0,262000.0,1024.0,12721.0,77.152
1.0,1.0,3.0,1050000.0,512.0,12901.0,77.71
1.0,1.0,6.0,5240000.0,1024.0,13611.0,70.129
1.0,1.0,12.0,1050000.0,1024.0,14910.0,67.445
1.0,2.0,2.0,5240000.0,2048.0,11311.0,86.368
1.0,2.0,6.0,262000.0,1024.0,17478.0,55.122
1.0,2.0,9.0,5240000.0,512.0,19541.0,50.401
1.0,2.0,9.0,5240000.0,2048.0,19063.0,53.326
1.0,2.0,9.0,105000000.0,512.0,18965.0,51.98
1.0,2.0,12.0,262000.0,512.0,20415.0,47.652
1.0,2.0,12.0,262000.0,1024.0,20536.0,47.513
1.0,2.0,12.0,1050000.0,2048.0,19935.0,51.311
1.0,3.0,1.0,1050000.0,1024.0,8100.0,115.72
1.0,3.0,1.0,105000000.0,512.0,8423.9,112.78
1.0,3.0,9.0,1050000.0,1024.0,11982.0,79.374
1.0,6.0,1.0,5240000.0,2048.0,8442.0,109.39
2.0,1.0,1.0,105000000.0,512.0,8077.3,251.79
3.0,1.0,2.0,10500000.0,1024.0,11201.0,274.71
3.0,1.0,12.0,5240000.0,1024.0,12539.0,239.62
3.0,3.0,6.0,5240000.0,1024.0,15373.0,203.88
3.0,6.0,1.0,1050000.0,512.0,8358.1,359.63
3.0,6.0,1.0,5240000.0,1024.0,8413.5,360.16
3.0,6.0,3.0,262000.0,1024.0,13496.0,214.85
3.0,6.0,6.0,5240000.0,512.0,15406.0,195.39
3.0,6.0,6.0,105000000.0,1024.0,15370.0,196.87
