3,0,1,2,7.353605591,4.718020678
3,0,2,2,7.353587949,4.71815563
3,0,2,20,8.239068608,5.051194744
3,0,3,50,9.069460509,5.061161897
4,0,1,100,9.746890481,5.104194403
4,0,2,100,9.746890481,5.104194403
4,0,3,100,9.746890481,5.104194403
4,0,4,20,7.958239493,5.096536076
4,1,1,100,9.824529208,5.104190483
4,1,2,100,9.824529208,5.104190483
4,1,3,100,9.824529208,5.104190483
4,1,4,1,7.254650728,4.68779634
5,0,1,100,9.702370112,5.117968127
5,0,2,10,7.256642729,5.099031659
5,1,1,1,6.9502351,4.792766697
5,1,2,1,6.951937423,4.79503586
5,1,4,5,7.2638701,5.058114363
6,0,1,1,6.24014257,4.89476559
6,0,2,100,9.682815552,5.121427207
6,0,4,1,6.24014257,4.894785504
6,0,4,5,6.722670938,5.07987808
6,1,1,2,6.867254025,4.983722136
6,1,1,100,9.740247934,5.121424796
6,1,2,100,9.740247934,5.121424796
6,1,3,2,6.867241668,4.983829961
6,1,3,100,9.740247934,5.121424796
6,1,4,100,9.740247934,5.121424796
7,0,1,10,7.113783832,5.104157682
7,0,1,20,7.739753612,5.115354732
7,0,1,50,8.780969477,5.120554394
7,1,1,100,9.726829514,5.123157473
7,1,2,100,9.726829514,5.123157473
7,1,3,100,9.726829514,5.123157473
