3,1,3,50,9.251482411,5.059483872
3,1,4,10,8.211260476,5.020146292
4,0,1,1,6.713338396,4.726862484
4,0,1,20,7.958239493,5.096536076
4,0,2,100,9.746890481,5.104194403
4,0,3,50,8.900257005,5.101620629
4,0,3,100,9.746890481,5.104194403
4,1,1,100,9.824529208,5.104190483
4,1,2,5,7.513253856,5.031756014
4,1,2,100,9.824529208,5.104190483
4,1,3,1,7.254650728,4.68779634
4,1,3,100,9.824529208,5.104190483
4,1,4,5,7.513253856,5.031756014
4,1,4,100,9.824529208,5.104190483
5,0,1,10,7.256642729,5.099033588
5,0,2,2,6.536861081,4.97692226
5,0,3,5,6.849711592,5.068121424
5,1,1,1,6.9502351,4.792766697
5,1,2,100,9.766851864,5.117965171
5,1,3,100,9.766851864,5.117965171
5,1,4,100,9.766851864,5.117965171
6,0,2,1,6.24014257,4.894785504
6,0,3,2,6.376724488,5.00769312
6,1,1,100,9.740247934,5.121424796
6,1,2,100,9.740247934,5.121424796
6,1,3,20,7.978390142,5.111081381
6,1,3,100,9.740247934,5.121424796
6,1,4,100,9.740247934,5.121424796
7,0,2,10,7.113783832,5.104157682
7,1,1,2,6.775695869,4.998368761
7,1,2,5,7.04617453,5.07314603
7,1,2,20,7.937150152,5.112800375
7,1,2,100,9.726829514,5.123157473
7,1,3,100,9.726829514,5.123157473
