1.0,2.0,3.0,4213.6,2.4483
1.0,3.0,1.0,4869.9,2.2345
1.0,3.0,3.0,4742.8,2.2434
1.0,3.0,9.0,4646.2,2.2873
1.0,6.0,1.0,4849.6,2.3172
10.0,1.0,15.0,13048.0,8.2902
10.0,2.0,3.0,13898.0,7.9557
10.0,6.0,9.0,18337.0,5.274
10.0,6.0,15.0,18604.0,5.2717
10.0,6.0,18.0,17697.0,5.2977
100.0,1.0,3.0,17561.0,66.278
100.0,1.0,12.0,20382.0,57.635
100.0,2.0,12.0,26077.0,39.596
100.0,2.0,18.0,28405.0,38.097
1000.0,1.0,15.0,20768.0,560.98
1000.0,2.0,6.0,28725.0,399.13
1000.0,2.0,15.0,35508.0,330.13
1000.0,2.0,18.0,34045.0,334.44
1000.0,6.0,15.0,24693.0,277.74
10000.0,2.0,1.0,6913.8,14710.0
10000.0,2.0,9.0,30740.0,3751.1
10000.0,2.0,12.0,31890.0,3379.6
100000.0,2.0,9.0,29027.0,34206.0
100000.0,3.0,6.0,17406.0,2010.2
100000.0,6.0,18.0,27324.0,865.83
1000000.0,1.0,1.0,48918.0,93904.0
1000000.0,2.0,1.0,35943.0,70293.0
1000000.0,2.0,6.0,52611.0,82576.0
1000000.0,2.0,9.0,61403.0,52488.0
1000000.0,2.0,12.0,60713.0,73693.0
1000000.0,2.0,15.0,63734.0,71418.0
1000000.0,2.0,18.0,63113.0,76115.0
1000000.0,3.0,12.0,19028.0,1818.2
1000000.0,6.0,9.0,25312.0,911.97
