1,0,0,0,0,1,1,0,1,1,0,239.56,28.0
1,0,0,0,1,1,0,0,0,1,0,224.34,29.0
1,0,0,0,1,1,0,0,1,1,1,250.07,28.0
1,0,0,0,1,1,1,1,1,1,1,263.59,19.0
1,0,0,1,0,0,0,0,0,0,1,213.53,26.0
1,0,0,1,0,1,0,0,0,1,0,223.21,29.0
1,0,0,1,0,1,0,0,1,1,1,248.06,28.0
1,0,0,1,0,1,1,0,0,1,1,232.64,29.0
1,0,0,1,1,0,0,0,1,0,1,232.65,27.0
1,0,0,1,1,0,1,0,0,1,0,224.3,28.0
1,0,0,1,1,1,1,0,1,1,1,250.48,28.0
1,0,1,0,1,0,0,0,1,1,1,250.05,28.0
1,0,1,0,1,1,0,0,0,1,1,235.7,28.0
1,0,1,0,1,1,0,1,0,0,0,215.94,14.0
1,0,1,1,1,0,0,1,1,1,1,263.72,19.0
1,1,0,0,0,0,0,1,0,1,1,249.66,16.0
1,1,0,0,0,0,0,1,1,0,0,227.01,18.0
1,1,0,0,0,1,1,0,0,0,0,202.94,29.0
1,1,0,0,0,1,1,0,0,1,1,236.64,28.0
1,1,0,0,0,1,1,1,0,1,1,252.89,16.0
1,1,0,1,0,0,1,0,1,1,1,251.32,28.0
1,1,0,1,0,0,1,1,1,1,0,252.06,20.0
1,1,0,1,1,1,1,0,1,1,1,253.57,28.0
1,1,0,1,1,1,1,1,0,0,0,215.47,14.0
1,1,1,0,1,0,1,0,1,0,0,223.42,29.0
1,1,1,0,1,0,1,0,1,1,1,254.47,28.0
1,1,1,0,1,1,0,0,0,1,1,239.59,27.0
1,1,1,1,1,0,0,0,0,1,1,238.75,28.0
1,1,1,1,1,0,0,1,1,0,0,232.52,18.0
1,1,1,1,1,0,1,0,0,1,0,231.31,28.0
1,1,1,1,1,0,1,0,1,1,0,246.76,28.0
1,1,1,1,1,0,1,0,1,1,1,255.21,28.0
1,1,1,1,1,1,0,0,1,1,1,255.43,28.0
1,1,1,1,1,1,1,0,1,1,1,256.25,28.0
