1.0,1.0,1.0,10500000.0,1024.0,9395.3,104.4
1.0,1.0,6.0,10500000.0,512.0,14290.0,68.155
1.0,1.0,12.0,105000000.0,2048.0,14527.0,67.116
1.0,2.0,2.0,262000.0,1024.0,11259.0,85.93
1.0,2.0,2.0,105000000.0,2048.0,11455.0,83.516
1.0,2.0,9.0,5240000.0,1024.0,19733.0,49.527
1.0,2.0,12.0,262000.0,512.0,20415.0,47.652
1.0,2.0,12.0,262000.0,1024.0,20536.0,47.513
1.0,2.0,12.0,262000.0,2048.0,20534.0,49.505
1.0,2.0,12.0,1050000.0,2048.0,19935.0,51.311
1.0,2.0,12.0,10500000.0,2048.0,20134.0,51.406
1.0,2.0,12.0,105000000.0,512.0,20167.0,49.514
1.0,2.0,12.0,105000000.0,1024.0,20432.0,48.214
1.0,2.0,12.0,105000000.0,2048.0,20178.0,48.337
1.0,3.0,2.0,10500000.0,1024.0,11667.0,82.684
1.0,3.0,6.0,105000000.0,512.0,12421.0,76.743
1.0,3.0,12.0,105000000.0,512.0,13122.0,72.286
1.0,6.0,1.0,1050000.0,2048.0,8300.5,112.2
1.0,6.0,2.0,1050000.0,2048.0,11690.0,83.558
1.0,6.0,9.0,5240000.0,512.0,13396.0,72.962
1.0,6.0,12.0,1050000.0,1024.0,14160.0,67.695
2.0,1.0,2.0,5240000.0,512.0,11241.0,179.53
2.0,3.0,6.0,262000.0,1024.0,12656.0,158.11
2.0,3.0,9.0,5240000.0,1024.0,13891.0,141.63
2.0,6.0,12.0,105000000.0,512.0,15663.0,125.43
3.0,1.0,6.0,1050000.0,512.0,12174.0,252.57
3.0,2.0,3.0,1050000.0,2048.0,12555.0,244.31
3.0,2.0,6.0,105000000.0,2048.0,13862.0,212.71
3.0,2.0,12.0,262000.0,512.0,16022.0,191.65
3.0,3.0,6.0,1050000.0,512.0,15151.0,203.13
3.0,3.0,6.0,10500000.0,512.0,15352.0,202.15
3.0,6.0,3.0,10500000.0,1024.0,14127.0,212.09
3.0,6.0,9.0,262000.0,512.0,17194.0,186.42
