1,0,0,0,0,0,1,1,0,0,1,255.44,12.0
1,0,0,0,0,1,0,0,0,1,0,222.24,29.0
1,0,0,0,1,0,0,0,1,1,1,247.69,28.0
1,0,0,0,1,1,0,1,1,1,0,249.12,20.0
1,0,0,1,0,0,0,0,1,1,0,236.89,29.0
1,0,0,1,0,0,0,1,1,0,0,224.99,19.0
1,0,0,1,0,0,1,0,1,1,1,247.61,28.0
1,0,0,1,0,1,0,1,0,1,0,232.96,15.0
1,0,0,1,0,1,1,1,1,0,1,247.31,18.0
1,0,0,1,0,1,1,1,1,1,1,260.69,19.0
1,0,0,1,1,1,1,0,1,1,0,241.78,28.0
1,0,1,0,1,0,0,0,0,0,1,217.55,26.0
1,0,1,0,1,1,0,0,0,1,1,235.7,28.0
1,0,1,0,1,1,1,0,0,0,0,206.12,29.0
1,0,1,1,1,0,0,0,1,1,0,241.97,28.0
1,0,1,1,1,1,0,0,1,0,0,223.07,29.0
1,0,1,1,1,1,0,1,0,1,1,251.57,15.0
1,0,1,1,1,1,0,1,1,0,1,251.91,18.0
1,0,1,1,1,1,1,0,0,1,1,237.35,28.0
1,0,1,1,1,1,1,0,1,1,0,244.23,28.0
1,0,1,1,1,1,1,1,0,0,0,218.32,14.0
1,0,1,1,1,1,1,1,1,0,1,252.45,18.0
1,1,0,0,0,0,1,0,1,1,0,242.81,28.0
1,1,0,0,0,1,1,0,0,1,1,236.64,28.0
1,1,0,0,1,0,0,1,1,1,1,267.04,18.0
1,1,0,1,0,0,0,1,0,0,1,244.12,14.0
1,1,0,1,0,0,0,1,0,1,1,248.4,16.0
1,1,0,1,0,0,0,1,1,1,1,262.74,19.0
1,1,0,1,0,1,1,1,1,1,1,265.42,19.0
1,1,0,1,1,1,1,1,1,0,1,250.43,18.0
1,1,1,0,1,0,1,0,1,1,1,254.47,28.0
1,1,1,0,1,1,1,0,0,1,0,231.8,28.0
1,1,1,0,1,1,1,0,1,1,1,255.32,28.0
1,1,1,1,1,0,1,1,1,1,1,269.38,19.0
