1.0,1.0,6.0,1050000.0,2048.0,14074.0,69.475
1.0,1.0,9.0,10500000.0,1024.0,13976.0,67.493
1.0,1.0,12.0,1050000.0,1024.0,14910.0,67.445
1.0,1.0,12.0,5240000.0,512.0,15059.0,63.972
1.0,1.0,12.0,10500000.0,1024.0,14971.0,64.789
1.0,2.0,12.0,262000.0,512.0,20415.0,47.652
1.0,2.0,12.0,262000.0,1024.0,20536.0,47.513
1.0,2.0,12.0,1050000.0,512.0,20495.0,49.017
1.0,2.0,12.0,105000000.0,1024.0,20432.0,48.214
1.0,2.0,12.0,105000000.0,2048.0,20178.0,48.337
1.0,3.0,6.0,5240000.0,2048.0,12873.0,73.094
1.0,3.0,6.0,10500000.0,2048.0,12302.0,77.046
1.0,3.0,9.0,262000.0,1024.0,13058.0,73.809
1.0,3.0,12.0,262000.0,2048.0,12665.0,74.205
1.0,6.0,3.0,105000000.0,1024.0,12748.0,76.717
1.0,6.0,6.0,262000.0,1024.0,13188.0,73.832
1.0,6.0,6.0,105000000.0,1024.0,12891.0,77.633
2.0,1.0,1.0,105000000.0,2048.0,8123.5,249.53
2.0,3.0,2.0,1050000.0,1024.0,11577.0,176.46
2.0,3.0,2.0,5240000.0,1024.0,11639.0,172.21
2.0,3.0,2.0,10500000.0,2048.0,11524.0,173.52
3.0,1.0,1.0,105000000.0,2048.0,7752.5,401.67
3.0,1.0,2.0,262000.0,2048.0,11070.0,276.85
3.0,1.0,6.0,10500000.0,2048.0,12119.0,253.7
3.0,2.0,3.0,1050000.0,512.0,12313.0,244.86
3.0,2.0,3.0,105000000.0,512.0,12181.0,249.93
3.0,3.0,1.0,10500000.0,2048.0,8511.6,360.37
3.0,3.0,6.0,1050000.0,512.0,15151.0,203.13
