3,0,1,5,7.540786742,4.946184483
3,0,1,100,9.858304322,5.066162087
3,0,2,1,7.285531686,4.401580549
3,0,2,100,9.858304322,5.066162087
3,0,4,2,7.353587949,4.71815563
3,1,4,1,7.835102979,4.33936051
4,0,1,1,6.713338396,4.726862484
4,0,1,50,8.900257005,5.101620629
4,0,2,100,9.746890481,5.104194403
4,0,3,100,9.746890481,5.104194403
4,1,1,100,9.824529208,5.104190483
4,1,2,10,7.782709969,5.080357077
4,1,2,100,9.824529208,5.104190483
4,1,3,100,9.824529208,5.104190483
5,0,1,1,6.415403762,4.83712609
5,0,1,100,9.702370112,5.117968127
5,0,2,20,7.834932386,5.110228707
5,0,3,2,6.536861081,4.97692226
5,1,1,50,8.947271652,5.114503927
5,1,1,100,9.766851864,5.117965171
5,1,2,100,9.766851864,5.117965171
5,1,3,5,7.2638701,5.058114363
5,1,3,100,9.766851864,5.117965171
6,0,3,20,7.772288178,5.11366646
6,1,1,10,7.466488455,5.097367013
6,1,1,100,9.740247934,5.121424796
6,1,2,100,9.740247934,5.121424796
6,1,3,2,6.867241668,4.983829961
6,1,3,100,9.740247934,5.121424796
7,0,1,5,6.656067274,5.083255384
7,0,1,100,9.672985692,5.123159887
7,0,2,2,6.290129465,5.022484651
7,1,2,100,9.726829514,5.123157473
7,1,3,100,9.726829514,5.123157473
