1,1,1,1,1,100,2252.4,4.405
1,1,1,6,1,1000,2747.8,3.5026
1,1,2,1,6,1000,1902.9,5.3351
1,1,100,3,1,1000,101.29,100.43
1,2,2,6,1,1000,3870.9,5.2723
1,2,10,1,1,100,1781.2,11.49
1,2,10,2,3,1000,1850.0,10.912
1,2,10,6,12,10,1774.1,10.789
1,10,1,1,12,10,10747.0,9.4325
1,10,1,3,12,10,12951.0,7.4564
1,10,2,1,1,1000,8622.8,14.008
1,10,2,1,6,10,12075.0,8.6295
1,10,2,3,3,10,12416.0,8.1344
1,100,2,3,1,1000,8625.1,118.07
1,10000,2,1,3,1000,20645.0,6232.7
1,10000,10,2,6,10,25071.0,4593.9
3,1,1,2,1,10,6340.8,4.9199
3,1,1,2,1,1000,5819.4,4.8937
3,1,1,3,1,10,7487.1,4.2071
3,1,1,3,1,1000,7492.5,4.3038
3,1,1,6,1,10,7297.4,4.2617
3,1,1,6,3,1000,6838.8,4.3409
3,1,1,6,12,1000,6566.4,4.674
3,1,2,2,1,10,6037.1,5.1589
3,1,2,3,6,1000,6180.6,4.8295
3,1,2,6,12,100,5857.9,4.9244
3,1,3,1,3,10,4764.2,6.2961
3,2,1,3,6,1000,9996.9,6.5873
3,2,1,6,1,100,10361.0,6.3785
3,2,1,6,1,1000,10557.0,6.4019
3,2,1,6,3,100,10280.0,5.9478
3,2,2,3,1,10,10023.0,6.4866
3,2,2,6,12,1000,8996.9,6.8026
3,2,100,1,1,10,557.71,100.49
3,10,1,1,1,10,7892.8,41.488
3,10,10,6,3,1000,16524.0,19.721
3,100,2,2,12,1000,16400.0,230.42
3,10000,1,2,3,1000,7334.2,30654.0
3,10000,3,2,3,1000,7952.1,30888.0
