1.0,2.0,15.0,5381.5,1.8954
1.0,4.0,8.0,6386.8,1.531
1.0,4.0,14.0,6071.9,1.6306
1.0,5.0,5.0,7114.6,1.4161
1.0,5.0,6.0,7000.6,1.446
10.0,2.0,4.0,31513.0,3.1552
10.0,5.0,9.0,30321.0,3.4058
10.0,5.0,18.0,28791.0,3.511
10.0,6.0,4.0,32233.0,3.1626
10.0,6.0,5.0,32256.0,3.1328
10.0,6.0,6.0,31394.0,3.2462
10.0,6.0,9.0,31656.0,3.1751
100.0,1.0,5.0,47456.0,21.389
100.0,1.0,7.0,52115.0,19.205
100.0,1.0,9.0,55090.0,18.567
100.0,1.0,10.0,53349.0,18.9
100.0,1.0,14.0,53658.0,17.361
100.0,1.0,15.0,54676.0,16.838
100.0,1.0,16.0,55413.0,17.56
100.0,1.0,17.0,53428.0,17.798
100.0,2.0,9.0,52608.0,19.265
100.0,3.0,3.0,45752.0,21.69
100.0,3.0,7.0,49943.0,20.323
100.0,6.0,4.0,43909.0,22.236
1000.0,1.0,1.0,50502.0,197.06
1000.0,4.0,14.0,55946.0,181.57
1000.0,4.0,18.0,56956.0,181.4
10000.0,3.0,3.0,40776.0,833.19
10000.0,4.0,17.0,56387.0,877.9
10000.0,5.0,14.0,56405.0,820.87
100000.0,2.0,3.0,58901.0,15448.0
100000.0,3.0,16.0,59252.0,868.23
100000.0,4.0,12.0,54068.0,830.79
100000.0,6.0,16.0,47476.0,535.45
1000000.0,5.0,14.0,50915.0,811.7
1000000.0,6.0,15.0,50244.0,522.62
