1,1,1,3,12,10,2639.6,3.5019
1,1,2,1,1,1000,1904.4,5.3567
1,2,3,2,1,100,3171.1,5.8898
1,2,3,2,6,10,3256.7,6.169
1,2,100,3,3,10,186.62,100.63
1,10,1,6,12,10,13208.0,8.9026
1,10,1,6,12,100,13569.0,8.7592
1,10,2,2,6,10,11900.0,8.5226
1,10,2,3,6,10,12751.0,8.9429
1,10,3,1,3,100,11325.0,8.7962
1,10,10,2,12,1000,7975.0,12.346
1,100,1,2,12,1000,20302.0,53.029
1,100,1,6,1,100,8425.4,115.62
1,100,2,2,12,10,20514.0,55.708
1,100,2,3,12,1000,14043.0,75.714
1,100,10,2,6,1000,18575.0,60.76
1,100,10,2,12,1000,22207.0,51.913
1,100,10,3,12,1000,15737.0,66.309
1,100,100,2,12,1000,9390.8,113.99
1,1000,1,3,1,1000,9436.2,1070.7
1,1000,2,2,1,1000,8888.2,1249.7
1,10000,1,6,6,10,26162.0,3693.2
1,10000,2,6,3,10,22805.0,4338.0
1,10000,3,1,3,10,20730.0,5949.1
1,10000,10,1,6,1000,23859.0,4919.3
1,10000,10,3,12,1000,17535.0,5667.5
3,1,2,1,12,100,4962.8,5.8396
3,2,1,2,12,10,8528.5,7.4949
3,10,1,3,6,10,17252.0,20.145
3,10,2,3,3,1000,17469.0,19.238
3,10,3,2,6,100,15582.0,20.344
3,10,3,3,3,1000,17960.0,18.077
3,10,3,6,3,1000,17324.0,19.184
3,10,3,6,12,1000,17176.0,19.064
3,10,10,3,3,100,16589.0,19.298
3,100,2,1,1,100,8511.5,374.26
3,100,10,2,12,1000,16600.0,204.24
3,100,100,2,12,1000,18329.0,172.13
3,1000,100,6,3,100,21966.0,1743.3
3,10000,2,3,1,100,6021.0,38824.0
