1.0,1.0,12.0,262000.0,512.0,15337.0,64.027
1.0,1.0,12.0,262000.0,1024.0,15166.0,63.527
1.0,2.0,1.0,262000.0,1024.0,7878.8,125.61
1.0,2.0,2.0,10500000.0,1024.0,11185.0,86.291
1.0,2.0,9.0,262000.0,1024.0,19371.0,51.331
1.0,2.0,12.0,262000.0,512.0,20415.0,47.652
1.0,2.0,12.0,262000.0,1024.0,20536.0,47.513
1.0,2.0,12.0,262000.0,2048.0,20534.0,49.505
1.0,2.0,12.0,1050000.0,1024.0,19372.0,50.673
1.0,3.0,9.0,262000.0,512.0,12585.0,75.039
1.0,3.0,12.0,262000.0,1024.0,12305.0,77.264
1.0,6.0,1.0,262000.0,1024.0,8506.0,113.18
1.0,6.0,1.0,5240000.0,512.0,8495.6,112.01
1.0,6.0,1.0,5240000.0,1024.0,8444.1,111.72
1.0,6.0,2.0,1050000.0,512.0,12010.0,79.661
2.0,1.0,6.0,1050000.0,2048.0,12825.0,152.6
2.0,1.0,6.0,5240000.0,2048.0,12824.0,151.61
2.0,2.0,1.0,10500000.0,512.0,8517.5,236.68
2.0,2.0,2.0,105000000.0,512.0,12581.0,158.91
2.0,2.0,9.0,5240000.0,512.0,14284.0,143.69
2.0,3.0,3.0,105000000.0,512.0,11524.0,170.12
2.0,3.0,6.0,1050000.0,512.0,12518.0,154.39
2.0,6.0,1.0,5240000.0,512.0,9730.6,199.44
2.0,6.0,6.0,5240000.0,1024.0,13097.0,147.47
3.0,1.0,9.0,10500000.0,512.0,12231.0,243.66
3.0,1.0,9.0,10500000.0,1024.0,12296.0,246.51
3.0,1.0,12.0,262000.0,2048.0,12410.0,241.56
3.0,1.0,12.0,1050000.0,512.0,12174.0,240.7
3.0,6.0,1.0,105000000.0,1024.0,8444.7,361.36
