4,0,1,1,6.713338396,4.726862484
4,0,1,20,7.958239493,5.096536076
4,0,2,10,7.429866991,5.085422986
4,0,3,100,9.746890481,5.104194403
4,1,2,50,9.037629313,5.100760951
5,0,2,5,6.849711592,5.068121424
5,0,3,100,9.702370112,5.117968127
5,0,4,50,8.830730684,5.115372185
5,0,4,100,9.702370112,5.117968127
5,1,1,2,7.035777848,4.952769374
5,1,1,10,7.578999076,5.093870967
5,1,2,2,7.035667894,4.953555274
5,1,2,10,7.578983985,5.093912551
5,1,3,100,9.766851864,5.117965171
5,1,4,50,8.947271652,5.114503927
5,1,4,100,9.766851864,5.117965171
6,0,3,100,9.682815552,5.121427207
6,1,3,100,9.740247934,5.121424796
6,1,4,2,6.867241668,4.983829961
6,1,4,100,9.740247934,5.121424796
7,0,1,2,6.290129465,5.022484651
7,0,2,1,6.144515496,4.923426501
7,1,1,2,6.775695869,4.998368761
7,1,1,5,7.04617453,5.073143505
7,1,1,10,7.408083432,5.099070723
7,1,2,2,6.775695869,4.998378999
7,1,3,100,9.726829514,5.123157473
