3,0,1,2,7.353605591,4.718020678
3,0,2,5,7.540786742,4.946186618
3,0,3,100,9.858304322,5.066162087
3,1,1,1,7.836833049,4.309193816
3,1,1,10,8.211464912,5.019398421
3,1,2,1,7.835102979,4.33936051
3,1,3,2,7.881933754,4.679288806
4,0,2,100,9.746890481,5.104194403
4,0,3,10,7.429866991,5.085429403
4,1,2,2,7.32378437,4.892895336
5,0,2,50,8.830730684,5.115372185
5,0,2,100,9.702370112,5.117968127
5,0,3,5,6.849711592,5.068121424
5,0,3,50,8.830730684,5.115372185
5,1,1,100,9.766851864,5.117965171
5,1,2,100,9.766851864,5.117965171
5,1,3,100,9.766851864,5.117965171
5,1,4,100,9.766851864,5.117965171
6,0,2,100,9.682815552,5.121427207
6,0,3,100,9.682815552,5.121427207
6,0,4,20,7.772288178,5.11366646
6,0,4,100,9.682815552,5.121427207
6,1,1,5,7.121699275,5.069765971
6,1,1,100,9.740247934,5.121424796
6,1,2,50,8.902718788,5.117955552
6,1,2,100,9.740247934,5.121424796
6,1,3,100,9.740247934,5.121424796
6,1,4,100,9.740247934,5.121424796
7,0,1,50,8.780969477,5.120554394
7,0,2,100,9.672985692,5.123159887
7,1,1,100,9.726829514,5.123157473
7,1,2,10,7.408083432,5.099070723
7,1,2,100,9.726829514,5.123157473
7,1,3,100,9.726829514,5.123157473
