3,0,1,5,7.540786742,4.946184483
3,1,1,10,8.211464912,5.019398421
3,1,3,50,9.251482411,5.059483872
3,1,4,50,9.251482411,5.059483872
4,0,3,100,9.746890481,5.104194403
4,0,4,1,6.713324647,4.726992878
4,0,4,2,6.812883235,4.915289944
4,0,4,100,9.746890481,5.104194403
4,1,1,2,7.324189549,4.889213047
4,1,1,100,9.824529208,5.104190483
4,1,2,1,7.254650728,4.68779634
4,1,2,100,9.824529208,5.104190483
4,1,3,100,9.824529208,5.104190483
4,1,4,2,7.32378437,4.892895336
4,1,4,100,9.824529208,5.104190483
5,0,1,5,6.849711592,5.068119779
5,0,1,20,7.834932386,5.110228707
5,0,2,1,6.415403762,4.837142461
5,0,3,10,7.256642729,5.09903161
5,0,3,100,9.702370112,5.117968127
5,0,4,10,7.256642729,5.099033291
5,1,3,20,8.059182199,5.107607992
6,0,1,5,6.722670938,5.079876372
7,0,1,100,9.672985692,5.123159887
7,1,1,100,9.726829514,5.123157473
7,1,2,10,7.408083432,5.099070723
7,1,2,50,8.880039571,5.119684617
7,1,2,100,9.726829514,5.123157473
7,1,3,2,6.775695869,4.998378999
7,1,3,100,9.726829514,5.123157473
