1.0,1.0,9.0,5240000.0,1024.0,14733.0,65.498
1.0,2.0,1.0,5240000.0,512.0,8074.2,124.25
1.0,2.0,3.0,105000000.0,1024.0,14210.0,68.822
1.0,2.0,9.0,10500000.0,1024.0,19614.0,48.667
1.0,2.0,12.0,262000.0,512.0,20415.0,47.652
1.0,2.0,12.0,5240000.0,512.0,20591.0,47.387
1.0,2.0,12.0,5240000.0,1024.0,20353.0,48.677
1.0,2.0,12.0,10500000.0,512.0,20117.0,48.45
1.0,2.0,12.0,105000000.0,512.0,20167.0,49.514
1.0,3.0,2.0,5240000.0,2048.0,11898.0,80.556
1.0,3.0,9.0,5240000.0,512.0,12303.0,76.528
1.0,6.0,2.0,5240000.0,1024.0,11972.0,78.883
1.0,6.0,3.0,262000.0,1024.0,12273.0,78.982
1.0,6.0,3.0,5240000.0,1024.0,12730.0,76.43
2.0,2.0,6.0,105000000.0,512.0,12835.0,153.19
2.0,2.0,12.0,262000.0,2048.0,14550.0,137.82
2.0,3.0,2.0,10500000.0,512.0,11551.0,171.29
2.0,6.0,2.0,262000.0,2048.0,11493.0,169.03
3.0,1.0,1.0,262000.0,2048.0,7855.3,377.63
3.0,1.0,6.0,105000000.0,1024.0,12052.0,258.38
3.0,1.0,12.0,105000000.0,1024.0,12418.0,246.82
3.0,2.0,2.0,10500000.0,512.0,11682.0,259.61
3.0,2.0,6.0,105000000.0,2048.0,13862.0,212.71
3.0,3.0,12.0,5240000.0,1024.0,17809.0,173.96
3.0,6.0,3.0,105000000.0,1024.0,13865.0,215.98
3.0,6.0,9.0,262000.0,1024.0,17206.0,186.35
