1.0,1.0,12.0,4275.4,2.3254
1.0,2.0,1.0,4508.5,2.4379
1.0,3.0,1.0,5384.6,1.9707
1.0,6.0,9.0,5160.1,2.0405
10.0,1.0,6.0,15094.0,7.4457
10.0,2.0,3.0,19208.0,5.7214
10.0,2.0,12.0,21765.0,4.8266
10.0,2.0,15.0,22447.0,4.7671
10.0,2.0,18.0,22140.0,4.9532
10.0,3.0,6.0,17061.0,6.2092
10.0,3.0,18.0,15905.0,6.7601
10.0,6.0,3.0,17814.0,5.4526
10.0,6.0,6.0,19636.0,4.711
10.0,6.0,9.0,19413.0,5.2046
100.0,1.0,12.0,22410.0,48.032
100.0,1.0,18.0,23184.0,47.306
100.0,2.0,12.0,33320.0,34.184
100.0,2.0,15.0,31867.0,33.133
100.0,2.0,18.0,33784.0,32.883
100.0,3.0,12.0,21451.0,50.043
100.0,6.0,12.0,25459.0,33.369
100.0,6.0,15.0,24599.0,30.51
100.0,6.0,18.0,25682.0,29.727
1000.0,1.0,1.0,9573.1,1132.4
1000.0,1.0,9.0,23344.0,475.26
1000.0,1.0,12.0,25936.0,446.51
1000.0,2.0,12.0,38846.0,299.2
1000.0,2.0,18.0,37037.0,312.07
1000.0,3.0,15.0,23466.0,447.55
1000.0,6.0,12.0,27644.0,254.64
10000.0,2.0,1.0,8922.4,11828.0
10000.0,2.0,3.0,25630.0,4190.6
100000.0,2.0,12.0,35034.0,28760.0
100000.0,6.0,18.0,28055.0,874.78
1000000.0,2.0,9.0,72394.0,58477.0
1000000.0,2.0,15.0,58581.0,59230.0
1000000.0,6.0,12.0,28919.0,741.02
