3,0,2,20,8.239068608,5.051194744
3,1,4,2,7.881933754,4.679288806
3,1,4,5,8.014260434,4.927881398
4,1,1,50,9.037629313,5.100760951
4,1,2,1,7.254650728,4.68779634
5,0,2,5,6.849711592,5.068121424
5,0,2,20,7.834932386,5.110228707
5,0,3,1,6.415403762,4.837142461
5,0,3,5,6.849711592,5.068121424
5,0,3,100,9.702370112,5.117968127
5,1,1,100,9.766851864,5.117965171
5,1,2,100,9.766851864,5.117965171
5,1,3,10,7.578983985,5.093914276
5,1,4,100,9.766851864,5.117965171
6,0,1,50,8.797687462,5.118824889
6,0,2,5,6.722670938,5.07987808
6,0,2,20,7.772288178,5.11366646
6,0,3,1,6.24014257,4.894785504
6,0,4,100,9.682815552,5.121427207
6,1,1,100,9.740247934,5.121424796
6,1,2,100,9.740247934,5.121424796
6,1,3,2,6.867241668,4.983829961
6,1,3,100,9.740247934,5.121424796
6,1,4,100,9.740247934,5.121424796
7,0,2,2,6.290129465,5.022484651
7,0,2,50,8.780969477,5.120554394
7,1,1,100,9.726829514,5.123157473
7,1,2,100,9.726829514,5.123157473
7,1,3,100,9.726829514,5.123157473
