1.0,10.0,3.0,1.0,2000000.0,10000.0,35831.0,2.1
1.0,100.0,6.0,1.0,10000000.0,1000.0,33807.0,26.477
1.0,100.0,6.0,1.0,10000000.0,100000.0,32596.0,24.884
1.0,100.0,12.0,120.0,1000000.0,100000.0,38854.0,18.665
1.0,100.0,12.0,300.0,10000000.0,1000.0,37936.0,21.447
1.0,100.0,18.0,300.0,10000000.0,100000.0,18711.0,61.31
1.0,1000.0,3.0,10.0,1000000.0,10000.0,68760.0,100.45
1.0,1000.0,9.0,1.0,2000000.0,100000.0,72867.0,99.552
1.0,1000.0,15.0,10.0,10000000.0,1000.0,60638.0,153.97
1.0,10000.0,1.0,60.0,2000000.0,100000.0,2295.5,27380.0
1.0,10000.0,3.0,300.0,2000000.0,100000.0,132000.0,375.15
1.0,10000.0,6.0,120.0,1000000.0,10000.0,138000.0,378.71
1.0,10000.0,9.0,1.0,1000000.0,1000.0,154000.0,374.13
1.0,10000.0,12.0,300.0,10000000.0,1000.0,140000.0,523.52
3.0,10.0,6.0,10.0,1000000.0,100000.0,16425.0,16.756
3.0,10.0,15.0,10.0,1000000.0,1000.0,10503.0,22.807
3.0,100.0,9.0,60.0,100000.0,100000.0,40165.0,65.341
3.0,100.0,12.0,300.0,100000.0,10000.0,37952.0,62.988
3.0,100.0,18.0,10.0,2000000.0,10000.0,37502.0,69.636
3.0,1000.0,3.0,120.0,100000.0,10000.0,126000.0,185.31
3.0,1000.0,6.0,1.0,10000000.0,1000.0,117000.0,224.51
3.0,1000.0,9.0,120.0,100000.0,1000.0,128000.0,182.86
3.0,1000.0,12.0,10.0,10000000.0,100000.0,127000.0,204.38
3.0,1000.0,12.0,120.0,100000.0,1000.0,135000.0,175.81
3.0,1000.0,12.0,120.0,100000.0,10000.0,132000.0,175.48
3.0,1000.0,12.0,120.0,100000.0,100000.0,133000.0,181.8
3.0,1000.0,12.0,120.0,1000000.0,1000.0,130000.0,179.66
3.0,1000.0,12.0,300.0,100000.0,1000.0,138000.0,185.99
3.0,1000.0,12.0,300.0,1000000.0,10000.0,133000.0,181.78
3.0,1000.0,12.0,300.0,2000000.0,1000.0,131000.0,199.39
3.0,1000.0,15.0,120.0,100000.0,1000.0,112000.0,203.78
3.0,1000.0,18.0,1.0,1000000.0,1000.0,112000.0,208.99
3.0,1000.0,18.0,120.0,100000.0,100000.0,121000.0,217.2
3.0,10000.0,1.0,1.0,100000.0,100000.0,6571.4,17332.0
3.0,10000.0,12.0,300.0,100000.0,100000.0,204000.0,1131.0
