1.0,2.0,1.0,4508.5,2.4379
1.0,3.0,1.0,5384.6,1.9707
1.0,3.0,3.0,5591.7,1.9243
1.0,3.0,15.0,5143.0,2.0329
1.0,6.0,1.0,5318.7,1.9595
1.0,6.0,3.0,5361.1,1.9647
1.0,6.0,6.0,5202.6,1.941
1.0,6.0,18.0,4957.8,2.043
10.0,2.0,3.0,19208.0,5.7214
10.0,2.0,9.0,22005.0,4.774
10.0,2.0,15.0,22447.0,4.7671
10.0,2.0,18.0,22140.0,4.9532
10.0,3.0,15.0,16905.0,6.2653
10.0,6.0,1.0,8667.5,12.546
10.0,6.0,9.0,19413.0,5.2046
10.0,6.0,12.0,20995.0,4.3988
10.0,6.0,15.0,19637.0,4.6353
100.0,2.0,1.0,9506.6,109.87
100.0,2.0,9.0,30659.0,36.679
100.0,2.0,15.0,31867.0,33.133
100.0,3.0,12.0,21451.0,50.043
1000.0,2.0,3.0,26177.0,440.59
1000.0,2.0,15.0,38350.0,294.81
1000.0,2.0,18.0,37037.0,312.07
1000.0,3.0,6.0,21866.0,471.82
1000.0,3.0,9.0,22074.0,480.99
1000.0,3.0,12.0,25959.0,435.89
1000.0,6.0,15.0,27234.0,277.65
10000.0,1.0,18.0,20923.0,5250.0
10000.0,3.0,18.0,21871.0,1573.4
100000.0,3.0,18.0,21210.0,1826.1
100000.0,6.0,6.0,25775.0,1066.2
100000.0,6.0,9.0,27096.0,843.62
1000000.0,2.0,3.0,42537.0,85607.0
1000000.0,6.0,6.0,28016.0,890.11
