1.0,1.0,12.0,5240000.0,1024.0,14805.0,68.305
1.0,1.0,12.0,10500000.0,2048.0,14742.0,66.966
1.0,2.0,1.0,1050000.0,512.0,7828.6,129.22
1.0,2.0,3.0,1050000.0,2048.0,14099.0,68.713
1.0,2.0,3.0,5240000.0,512.0,14573.0,68.835
1.0,2.0,3.0,105000000.0,2048.0,14328.0,67.434
1.0,2.0,6.0,105000000.0,2048.0,16455.0,61.412
1.0,2.0,12.0,10500000.0,2048.0,20134.0,51.406
1.0,2.0,12.0,105000000.0,1024.0,20432.0,48.214
1.0,2.0,12.0,105000000.0,2048.0,20178.0,48.337
1.0,3.0,6.0,105000000.0,2048.0,12455.0,73.217
1.0,3.0,12.0,10500000.0,1024.0,12962.0,72.683
1.0,6.0,1.0,5240000.0,512.0,8495.6,112.01
1.0,6.0,2.0,262000.0,512.0,12108.0,79.968
1.0,6.0,9.0,262000.0,512.0,13387.0,70.633
2.0,1.0,2.0,10500000.0,512.0,11463.0,172.79
2.0,2.0,6.0,1050000.0,512.0,12901.0,152.29
2.0,2.0,9.0,10500000.0,1024.0,13866.0,147.11
2.0,3.0,3.0,262000.0,1024.0,11756.0,166.8
2.0,3.0,12.0,5240000.0,512.0,14808.0,137.62
2.0,6.0,12.0,262000.0,2048.0,15084.0,132.03
3.0,1.0,2.0,262000.0,512.0,11108.0,272.23
3.0,1.0,6.0,262000.0,2048.0,12068.0,248.13
3.0,1.0,9.0,10500000.0,512.0,12231.0,243.66
3.0,2.0,1.0,10500000.0,2048.0,8407.0,366.26
3.0,3.0,3.0,105000000.0,2048.0,13499.0,220.31
3.0,3.0,6.0,10500000.0,1024.0,15353.0,196.48
3.0,6.0,2.0,1050000.0,512.0,11605.0,253.86
