0,22,4,10.27262979,7.208748533
1,15,3,9.909893084,7.430869627
1,32,5,11.03960452,8.783424695
1,64,5,11.25325658,9.618118628
2,8,4,10.19844504,7.921882077
2,64,5,11.99823782,10.37986031
3,7,3,10.88798213,8.553987328
5,1,5,10.45121111,6.804775887
5,7,4,12.51619248,10.18870654
6,2,5,12.36550227,7.721985507
6,7,3,13.56902487,10.19925538
6,35,4,14.76647715,12.44172061
6,36,2,14.62804676,13.51134515
7,4,5,14.31995431,7.603452483
7,8,5,15.31603399,7.679359363
7,14,3,14.72616493,10.75957087
7,15,3,14.85987446,10.75194128
7,25,3,15.4098881,11.39965412
7,35,3,15.48116875,13.65268358
8,19,3,15.88464752,11.81792813
8,22,3,16.13979114,11.91089241
8,22,4,16.08841559,11.88129476
8,25,3,16.24881706,12.12185067
8,25,4,16.20472396,11.73287415
