0,1,5,7.098032083,2.858160813
0,8,3,9.154818109,6.035372181
0,19,3,9.824958741,6.771739106
0,35,4,10.78381676,8.77675046
1,32,5,11.03960452,8.783424695
1,36,1,10.09275714,9.736811715
2,7,3,10.10983065,7.761616662
2,16,5,11.08812569,8.690660805
2,22,3,10.88034881,9.129408807
2,36,2,11.22641219,10.67300254
3,7,4,10.75154406,8.522529897
3,15,3,11.55842071,9.260459475
3,22,3,11.7903485,9.962558736
4,22,3,12.71231204,10.70674724
5,8,4,12.64543328,10.30355742
6,22,4,14.5716934,11.21018897
6,64,5,15.7624599,12.82026986
7,15,3,14.85987446,10.75194128
7,19,3,15.00873499,10.81031837
8,1,5,13.30976054,7.537930924
8,7,3,15.10328781,10.52989738
