$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Cost,>>Score,>>Idle
0.166799620844,0.851898992091,88.7357359411,0.500393132362,5.7408374809,30.6056036658,0.637637904797,4.09627043322,10.1105138333,1846.54900716,0.156137589387,0.0
0.318597857752,0.967334292868,94.786688295,0.406066485082,32.178857304,46.0727127708,1.70615673532,0.737693723098,3.46262593856,9049.6713213,0.350652514106,0.214285714286
0.39245050948,1.24453411873,93.1677600273,0.43949470056,45.8043712822,9.75429671513,1.06601041714,3.15872367157,8.34516193062,28170.7283239,0.282776289629,0.523255813953
0.805834349989,1.12153449103,84.0120697465,0.584611477787,82.4683603744,44.5963956578,0.57324057055,3.48416076664,12.6288678641,10758.5596068,0.520470016609,0.346153846154
0.499128433275,0.915508811247,88.8372126751,0.670626166558,68.9059511038,39.7453936774,1.42325246153,4.85466702818,15.9528618853,5409.63492352,0.419236114418,0.0
0.118194306684,1.15375070962,91.5929034022,0.488029072692,86.8391778355,20.1570124694,0.502488581864,0.515306353486,17.6069757684,10343.5873328,0.219147424673,0.444444444444
0.444165359497,0.930337729518,83.3831057891,0.578441525103,54.9244211393,38.4971186763,1.07940173125,3.95006096288,19.0836688835,5048.94631083,0.560157612645,0.410256410256
0.445969819749,1.1485012734,86.8842828727,0.468793960282,64.7701962227,35.5656444852,0.500789895329,1.68500208276,14.4020480709,6153.03315304,0.417366329012,0.0
0.727553952121,1.24426355678,86.7146720725,0.411188970504,96.2459750937,34.3408165595,1.89023559827,3.7333371956,9.80037703296,28145.8144043,0.546444975365,0.45652173913
0.826420862707,1.13347860245,85.4258798427,0.633334161264,5.63022413497,1.11697156727,1.63775304453,2.28913045936,12.9470085305,12820.479702,0.0624363862318,0.127272727273
0.207075071163,0.858118474327,84.0544242546,0.427093063149,75.4842782676,31.9936795366,0.382627655043,4.53741876099,13.0387474041,2916.31209815,0.129510637159,0.0
0.170843253649,0.94833592035,81.7665771962,0.496074393162,17.9172838737,5.08748691269,1.6929747237,1.16097005614,3.73872054517,8176.95339426,0.0735992217774,0.357142857143
0.214733169214,1.25863332398,89.0369467293,0.624947829085,27.863140772,16.6088146681,0.753083770423,3.88705193187,1.69954212573,17400.2020281,0.137859989775,0.25
0.496245130144,0.972094410772,81.6291101052,0.610879835621,64.1399051369,38.1371190067,1.33071882727,3.57320902438,15.4951772943,5420.83721356,0.486629966446,0.238805970149
0.250966646014,0.94223716337,92.756675029,0.472062426773,97.2474354878,26.1593821479,1.38312233852,1.46093603671,17.1767874938,8280.4429013,0.345893322834,0.578947368421
0.148236722141,0.92263581204,94.2576592698,0.618293721393,69.3855780984,10.0293364251,1.73705539918,1.49066677774,2.19260770697,5827.35274288,0.102307840855,0.333333333333
0.451075098493,0.902579109481,83.8812284408,0.552014862962,2.0407470832,34.209129445,0.479387433795,0.110667369278,1.23201608444,3375.93811221,0.326564747076,0.35
0.802165120121,0.871366912484,90.6098639707,0.68950601907,72.1747403775,8.05600849638,0.0231206138572,1.45839753295,15.3153552341,3241.44817778,0.238404947615,0.0
0.115278885634,1.2059451547,94.6520599903,0.660881293168,26.2673019834,5.12002006203,0.379704988842,2.74515399894,10.6139349444,15312.1039261,0.0441592082138,0.357142857143
0.491968670293,0.996150989673,82.2474815414,0.564134528125,30.170149506,19.4294371489,0.641511910835,4.14320986442,10.9840082942,3622.60972438,0.485838986068,0.0
0.379334695722,1.15386247682,93.4033582147,0.583025013949,80.7467306377,10.3982200662,1.27863920141,2.81089466054,5.73786959222,19454.2939771,0.283328552429,0.379310344828
0.160789613179,1.15204098637,87.2492078882,0.694378817781,66.4646643191,1.89024843607,0.519070099271,1.32998947096,17.2565956466,11857.1399823,0.0109872054658,0.0
0.237758736643,0.836065904798,87.494102918,0.418785453707,36.3245163421,30.6769900709,0.218205674382,0.0479517909408,11.087683765,3081.30395214,0.292806936757,0.5
0.695518727866,0.833836913259,83.2971399399,0.415753779892,36.2325764636,40.281438958,0.206714107272,4.40100496726,18.8112215718,2318.00060443,0.601499726285,0.3
0.813847920748,1.02017650535,82.956338509,0.447886778552,16.2903892256,14.5104520514,0.739430799697,1.82532187097,6.13298044543,4748.71674241,0.523842124774,0.25
0.20289413508,0.989650550217,88.6408504654,0.42671052816,52.3894129147,20.1819940217,1.40831340862,0.00414164776921,10.131222294,9107.59396185,0.294786835909,0.538461538462
0.379379269494,1.16368577521,86.4467447669,0.52912052308,83.0103997839,45.8959966829,0.618722907469,4.72184838988,19.3843608886,8703.32668125,0.319266312763,0.0
0.692346607091,0.872520460232,91.6013634793,0.574699508563,80.6070484361,44.1739112564,1.16372566758,3.16582138745,12.0509691823,4322.90879065,0.531275281483,0.166666666667
0.863806560031,1.17365600021,82.8147503237,0.698486381363,20.6967680317,25.2810765998,1.12180681515,3.93603159801,4.69387476962,18360.2922183,0.478537090215,0.0
0.153874767573,1.01299463269,86.4074310648,0.645473660199,2.17481674732,45.5884241328,0.860408815086,3.07476309328,10.5658333511,4547.33164303,0.381280435238,0.25
