-1,-1,1,1,2,-1,2,-1,2,-1,0,0,3,0,1,0,3,-1,0,1,1,0,-1,1,-1,0,-1,3,3,1,-1,0,3,2,2,2,1,1,1,0,2,-1,2,1,-1,1,2,-1,0,0,93964,521,99513
3,-1,1,3,0,2,1,3,0,1,2,2,0,0,1,1,2,1,3,2,0,-1,1,1,0,2,3,0,0,-1,0,1,1,-1,1,0,2,3,1,3,1,2,3,0,2,-1,2,2,1,0,93078,619,99440
1,-1,1,1,2,3,0,0,-1,1,-1,0,-1,2,3,3,-1,0,2,-1,1,0,2,0,2,1,2,-1,1,0,1,2,2,-1,2,1,-1,0,0,2,3,1,2,0,1,1,0,3,3,0,93674,563,99492
1,0,-1,2,3,0,1,-1,2,0,2,-1,1,1,0,-1,2,0,1,3,2,0,-1,1,0,-1,0,-1,0,-1,1,2,0,1,2,1,-1,1,-1,0,2,3,2,1,-1,0,0,0,2,-1,93877,531,99528
3,2,3,0,3,0,2,3,2,0,-1,2,1,0,3,2,0,3,0,0,2,1,3,3,1,1,1,2,1,3,0,3,1,0,1,-1,2,0,1,2,3,2,3,0,1,-1,0,1,2,2,93258,647,99411
3,1,1,0,0,3,3,2,0,2,0,2,0,2,3,0,-1,2,1,1,1,3,-1,3,2,0,3,1,3,0,2,0,1,0,3,2,2,0,-1,0,2,0,0,-1,1,2,1,1,2,-1,93097,621,99437
-1,3,0,2,0,1,-1,0,2,1,2,0,-1,2,1,0,1,0,2,2,1,1,2,1,1,0,0,-1,3,2,1,1,2,0,1,3,0,2,-1,2,-1,-1,2,2,-1,0,1,-1,2,1,93782,573,99486
3,2,0,0,2,-1,3,1,2,-1,1,3,1,2,3,2,2,2,0,1,1,-1,2,3,1,-1,0,3,0,1,1,2,1,0,0,-1,1,3,-1,3,-1,-1,3,-1,3,1,2,0,2,0,94103,566,99486
2,2,1,3,-1,2,-1,0,1,3,1,2,0,3,0,2,-1,-1,2,3,1,-1,0,0,1,2,0,0,2,2,-1,0,2,2,0,1,0,1,0,3,3,3,0,1,2,2,3,0,1,-1,93455,592,99455
0,2,3,0,-1,2,3,2,-1,2,2,2,0,0,1,3,-1,1,-1,3,1,3,0,2,2,1,3,0,2,0,1,2,3,0,2,3,1,1,0,0,-1,0,3,3,3,3,3,1,2,0,93622,628,99435
2,-1,0,-1,2,0,1,2,-1,2,1,3,0,0,1,3,2,0,2,0,-1,-1,0,2,-1,0,3,1,-1,1,1,1,3,1,2,2,3,0,3,2,2,0,1,-1,1,3,1,2,1,1,93760,585,99481
0,0,2,2,1,-1,0,2,1,0,2,1,1,2,-1,2,-1,1,0,3,-1,2,2,2,1,1,3,1,0,1,1,0,2,2,3,0,1,0,3,-1,0,-1,1,1,2,-1,1,3,0,3,93118,591,99447
1,3,1,1,1,2,2,0,-1,3,2,0,2,-1,3,0,1,0,3,1,-1,-1,0,-1,2,0,2,0,0,1,-1,2,1,0,-1,2,3,-1,1,2,1,-1,2,1,-1,1,2,2,3,2,93936,563,99492
-1,2,1,-1,1,1,3,3,0,-1,2,1,2,2,2,0,2,0,-1,1,-1,0,0,1,0,1,1,2,3,1,0,0,3,1,2,0,-1,-1,2,3,0,2,1,1,0,1,2,3,0,3,93258,597,99444
-1,-1,0,2,3,-1,-1,1,1,0,0,3,2,2,1,1,2,2,2,2,0,-1,-1,0,0,1,-1,0,0,0,3,1,3,0,2,3,1,-1,0,1,2,-1,3,-1,2,2,0,-1,1,-1,93991,533,99511
2,0,2,3,1,1,-1,-1,0,2,2,2,0,1,3,2,2,0,-1,0,1,3,1,0,0,2,2,3,-1,1,2,2,1,-1,0,1,2,3,0,2,0,1,0,-1,0,1,0,-1,3,1,93224,599,99457
0,0,1,2,2,-1,0,0,0,1,3,2,3,1,1,1,-1,2,1,3,0,1,1,2,0,1,0,2,1,-1,1,2,3,-1,3,0,1,2,-1,0,-1,0,3,3,1,-1,1,1,-1,2,93729,562,99475
